,app_id,ranking,lastWeek,gameName,score,googleUrl,developer,genre,date
0,550067,1,10000,프렌즈레이싱,77,https://play.google.com/store/apps/details?id=com.kakaogames.friendsracing,Kakao Games Corp.,['Racing'],2018-11-16 11:22:49
1,425900,2,10000,Rise Up,84,https://play.google.com/store/apps/details?id=com.riseup.game,Serkan Özyılmaz,['Arcade'],2018-11-16 11:22:49
2,319074,3,10000,TikTok 틱톡,90,https://play.google.com/store/apps/details?id=com.ss.android.ugc.trill,Bytemod Pte.Ltd.,['Video Players & Editors'],2018-11-16 11:22:49
3,422329,4,10000,Helix Jump,86,https://play.google.com/store/apps/details?id=com.h8games.helixjump,VOODOO,['Action'],2018-11-16 11:22:49
4,82967,5,10000,신한 쏠(SOL)   신한은행 스마트폰뱅킹,61,https://play.google.com/store/apps/details?id=com.shinhan.sbanking,Shinhan Bank,['Finance'],2018-11-16 11:22:49
5,555781,6,10000,신비아파트 고스트헌터,90,https://play.google.com/store/apps/details?id=com.dev3factory.shinbiApart,주식회사 3F FACTORY,['Adventure'],2018-11-16 11:22:49
6,81826,7,10000,카카오톡 KakaoTalk,78,https://play.google.com/store/apps/details?id=com.kakao.talk,Kakao Corporation,['Communication'],2018-11-16 11:22:49
7,559442,8,10000,오크: 전쟁의 서막,80,https://play.google.com/store/apps/details?id=kr.com.efun.kok.google,Efun Company,['Role Playing'],2018-11-16 11:22:49
8,231553,9,10000,좋은 피자  위대한 피자,89,https://play.google.com/store/apps/details?id=com.tapblaze.pizzabusiness,TapBlaze,['Casual'],2018-11-16 11:22:49
9,535442,10,10000,Paper.io 2,86,https://play.google.com/store/apps/details?id=io.voodoo.paper2,VOODOO,['Arcade'],2018-11-16 11:22:49
