,app_id,ranking,lastWeek,gameName,score,googleUrl,developer,genre,date
0,550067,1,1,프렌즈레이싱,77,https://play.google.com/store/apps/details?id=com.kakaogames.friendsracing,Kakao Games Corp.,['Racing'],2018-11-15 10:06:42
1,425900,2,2,Rise Up,84,https://play.google.com/store/apps/details?id=com.riseup.game,Serkan Özyılmaz,['Arcade'],2018-11-15 10:06:42
2,422329,3,3,Helix Jump,86,https://play.google.com/store/apps/details?id=com.h8games.helixjump,VOODOO,['Action'],2018-11-15 10:06:42
3,319074,4,5,TikTok 틱톡,90,https://play.google.com/store/apps/details?id=com.ss.android.ugc.trill,Bytemod Pte.Ltd.,['Video Players & Editors'],2018-11-15 10:06:42
4,559442,5,0,오크: 전쟁의 서막,79,https://play.google.com/store/apps/details?id=kr.com.efun.kok.google,Efun Company,['Role Playing'],2018-11-15 10:06:42
5,231553,6,4,좋은 피자  위대한 피자,89,https://play.google.com/store/apps/details?id=com.tapblaze.pizzabusiness,TapBlaze,['Casual'],2018-11-15 10:06:42
6,555781,7,6,신비아파트 고스트헌터,90,https://play.google.com/store/apps/details?id=com.dev3factory.shinbiApart,주식회사 3F FACTORY,['Adventure'],2018-11-15 10:06:42
7,554984,8,0,Skiddy Car,84,https://play.google.com/store/apps/details?id=com.kwalee.skiddycar,Kwalee Ltd,['Racing'],2018-11-15 10:06:42
8,535442,9,35,Paper.io 2,86,https://play.google.com/store/apps/details?id=io.voodoo.paper2,VOODOO,['Arcade'],2018-11-15 10:06:42
9,544686,10,9,나의최애캐 (언니돌  #unniedoll),93,https://play.google.com/store/apps/details?id=com.percent.mybest3,0.1%,['Casual'],2018-11-15 10:06:42
