,app_id,ranking,lastWeek,gameName,score,googleUrl,developer,genre,date
0,358019,1,6,매직 피아노 타일 2018,94,https://play.google.com/store/apps/details?id=com.eyu.piano,Tap Lab,['Music'],2018-11-28 10:18:56
1,550067,2,1,프렌즈레이싱,82,https://play.google.com/store/apps/details?id=com.kakaogames.friendsracing,Kakao Games Corp.,['Racing'],2018-11-28 10:18:56
2,558056,3,9,Stickman Hook,85,https://play.google.com/store/apps/details?id=com.mindy.grap1,Madbox,['Arcade'],2018-11-28 10:18:56
3,535442,4,7,Paper.io 2,86,https://play.google.com/store/apps/details?id=io.voodoo.paper2,VOODOO,['Arcade'],2018-11-28 10:18:56
4,319074,5,3,TikTok 틱톡,90,https://play.google.com/store/apps/details?id=com.ss.android.ugc.trill,Bytemod Pte.Ltd.,['Video Players & Editors'],2018-11-28 10:18:56
5,555781,6,2,신비아파트 고스트헌터,88,https://play.google.com/store/apps/details?id=com.dev3factory.shinbiApart,주식회사 3F FACTORY,['Adventure'],2018-11-28 10:18:56
6,422329,7,4,Helix Jump,86,https://play.google.com/store/apps/details?id=com.h8games.helixjump,VOODOO,['Action'],2018-11-28 10:18:56
7,425900,8,5,Rise Up,84,https://play.google.com/store/apps/details?id=com.riseup.game,Serkan Ã–zyÄ±lmaz,['Arcade'],2018-11-28 10:18:56
8,231553,9,11,좋은 피자  위대한 피자,89,https://play.google.com/store/apps/details?id=com.tapblaze.pizzabusiness,TapBlaze,['Casual'],2018-11-28 10:18:56
9,565803,10,0,스낵월드 버서스,82,https://play.google.com/store/apps/details?id=com.xthplanet.snackworld.aos,XthPlanet,['Role Playing'],2018-11-28 10:18:56
