,app_id,ranking,lastWeek,gameName,score,googleUrl,developer,genre,date
0,550067,1,1,프렌즈레이싱,77,https://play.google.com/store/apps/details?id=com.kakaogames.friendsracing,Kakao Games Corp.,['Racing'],2018-11-16 10:04:18
1,425900,2,2,Rise Up,84,https://play.google.com/store/apps/details?id=com.riseup.game,Serkan Özyılmaz,['Arcade'],2018-11-16 10:04:18
2,422329,3,3,Helix Jump,86,https://play.google.com/store/apps/details?id=com.h8games.helixjump,VOODOO,['Action'],2018-11-16 10:04:18
3,319074,4,4,TikTok 틱톡,90,https://play.google.com/store/apps/details?id=com.ss.android.ugc.trill,Bytemod Pte.Ltd.,['Video Players & Editors'],2018-11-16 10:04:18
4,231553,5,5,좋은 피자  위대한 피자,89,https://play.google.com/store/apps/details?id=com.tapblaze.pizzabusiness,TapBlaze,['Casual'],2018-11-16 10:04:18
5,559442,6,27,오크: 전쟁의 서막,79,https://play.google.com/store/apps/details?id=kr.com.efun.kok.google,Efun Company,['Role Playing'],2018-11-16 10:04:18
6,81826,7,6,카카오톡 KakaoTalk,78,https://play.google.com/store/apps/details?id=com.kakao.talk,Kakao Corporation,['Communication'],2018-11-16 10:04:18
7,555781,8,7,신비아파트 고스트헌터,90,https://play.google.com/store/apps/details?id=com.dev3factory.shinbiApart,주식회사 3F FACTORY,['Adventure'],2018-11-16 10:04:18
8,554984,9,0,Skiddy Car,84,https://play.google.com/store/apps/details?id=com.kwalee.skiddycar,Kwalee Ltd,['Racing'],2018-11-16 10:04:18
9,535442,10,21,Paper.io 2,86,https://play.google.com/store/apps/details?id=io.voodoo.paper2,VOODOO,['Arcade'],2018-11-16 10:04:18
